360	3.57E+02	8.40E+14	9.24E-04	9.26E-04	0.99757	
361	3.59E+02	8.35E+14	9.14E-04	9.18E-04	0.99554	
362	3.61E+02	8.30E+14	9.04E-04	9.10E-04	0.99377	
363	3.63E+02	8.26E+14	8.97E-04	9.02E-04	0.99431	
364	3.64E+02	8.24E+14	8.85E-04	8.98E-04	0.98467	
365	3.65E+02	8.21E+14	8.26E-04	9.63E-04	0.85769	
366	3.67E+02	8.17E+14	8.21E-04	9.55E-04	0.85942	
367	3.69E+02	8.12E+14	8.16E-04	9.48E-04	0.86116	
368	3.71E+02	8.08E+14	8.10E-04	9.40E-04	0.86197	
369	3.73E+02	8.04E+14	8.13E-04	9.32E-04	0.87263	
370	3.75E+02	7.99E+14	8.29E-04	9.24E-04	0.89745	
371	3.77E+02	7.95E+14	8.33E-04	9.16E-04	0.90927	
372	3.79E+02	7.91E+14	8.50E-04	9.08E-04	0.93612	
373	3.81E+02	7.87E+14	8.66E-04	9.00E-04	0.96197	
374	3.83E+02	7.83E+14	8.20E-04	8.93E-04	0.91785	
375	3.85E+02	7.79E+14	8.68E-04	8.85E-04	0.98014	
376	3.87E+02	7.75E+14	8.60E-04	8.78E-04	0.97915	
377	3.89E+02	7.71E+14	7.98E-04	8.71E-04	0.91646	
378	3.91E+02	7.67E+14	8.58E-04	8.64E-04	0.99369	
379	3.93E+02	7.63E+14	8.42E-04	8.57E-04	0.98333	
380	3.95E+02	7.59E+14	8.38E-04	8.50E-04	0.98648	
381	3.97E+02	7.55E+14	7.68E-04	8.43E-04	0.91089	
382	3.99E+02	7.51E+14	8.30E-04	8.36E-04	0.99323	
383	4.01E+02	7.48E+14	8.22E-04	8.29E-04	0.99162	
384	4.03E+02	7.44E+14	8.04E-04	8.22E-04	0.97736	
385	4.05E+02	7.40E+14	8.12E-04	8.16E-04	0.99517	
386	4.07E+02	7.37E+14	7.98E-04	8.09E-04	0.98672	
387	4.09E+02	7.33E+14	7.76E-04	8.03E-04	0.96646	
388	4.11E+02	7.29E+14	7.35E-04	7.96E-04	0.92273	
