397	429	6.99E+14	5.44E-04	5.56E-04	0.97845
398	431	6.96E+14	5.35E-04	5.52E-04	0.96914
399	433	6.92E+14	5.10E-04	5.48E-04	0.93059
400	435	6.89E+14	4.78E-04	5.43E-04	0.87958
401	437	6.86E+14	5.24E-04	5.39E-04	0.97194
402	439	6.83E+14	5.21E-04	5.35E-04	0.97271
403	441	6.80E+14	5.21E-04	5.31E-04	0.98019
404	443	6.77E+14	5.21E-04	5.27E-04	0.98813
405	445	6.74E+14	5.16E-04	5.23E-04	0.98641
406	447	6.71E+14	5.02E-04	5.19E-04	0.96607
407	449	6.68E+14	5.09E-04	5.15E-04	0.98871
408	451	6.65E+14	5.06E-04	5.11E-04	0.98882
409	453	6.62E+14	5.04E-04	5.08E-04	0.99194
410	455	6.59E+14	4.99E-04	5.04E-04	0.98943
411	457	6.56E+14	4.96E-04	5.00E-04	0.9922
412	459	6.53E+14	4.92E-04	4.96E-04	0.98998
413	461	6.50E+14	4.86E-04	4.93E-04	0.98603
414	463	6.48E+14	4.81E-04	4.89E-04	0.98364
415	465	6.45E+14	4.66E-04	4.86E-04	0.95879
416	467	6.42E+14	4.75E-04	4.82E-04	0.98504
417	469	6.39E+14	4.71E-04	4.79E-04	0.98483
418	471	6.37E+14	4.63E-04	4.75E-04	0.97523
419	473	6.34E+14	4.69E-04	4.72E-04	0.99332
420	475	6.31E+14	4.65E-04	4.68E-04	0.99162
421	477	6.28E+14	4.65E-04	4.65E-04	0.99963
422	479	6.26E+14	4.61E-04	4.62E-04	0.99873
423	481	6.23E+14	4.57E-04	4.59E-04	0.99595
424	483	6.21E+14	4.52E-04	4.55E-04	0.99181
425	485	6.18E+14	4.35E-04	4.52E-04	0.96105
426	487	6.16E+14	3.99E-04	4.49E-04	0.88902
427	489	6.13E+14	4.43E-04	4.46E-04	0.9929
428	491	6.11E+14	4.41E-04	4.43E-04	0.99574
429	493	6.08E+14	4.31E-04	4.40E-04	0.98087
430	495	6.06E+14	4.33E-04	4.37E-04	0.99229
431	497	6.03E+14	4.33E-04	4.34E-04	0.99958
432	499	6.01E+14	4.30E-04	4.31E-04	0.99887
433	501	5.98E+14	4.19E-04	4.28E-04	0.97988
434	503	5.96E+14	4.23E-04	4.25E-04	0.99629
435	505	5.94E+14	4.19E-04	4.22E-04	0.99296
436	507	5.91E+14	4.19E-04	4.19E-04	0.99932
437	509	5.89E+14	4.15E-04	4.16E-04	0.99803
438	511	5.87E+14	4.12E-04	4.13E-04	0.99726
439	513	5.84E+14	4.08E-04	4.11E-04	0.99454
440	515	5.82E+14	4.06E-04	4.08E-04	0.99538
441	517	5.80E+14	4.04E-04	4.05E-04	0.99676
442	519	5.78E+14	4.02E-04	4.03E-04	0.99831
443	521	5.75E+14	3.99E-04	4.00E-04	0.99862
444	523	5.73E+14	3.97E-04	3.97E-04	0.99844
445	525	5.71E+14	3.94E-04	3.95E-04	0.99741
446	527	5.69E+14	3.91E-04	3.92E-04	0.99655
